s (1,1) 9
(35,12) (34,12) 148
(35,12) (36,12) 93
(36,12) (35,12) 79
(36,12) (37,12) 195
(37,12) (36,12) 178
(37,12) (38,12) 129
(38,12) (37,12) 67
(38,12) (39,12) 129
(39,12) (38,12) 67
(39,12) (40,12) 27
(40,12) (39,12) 110
(40,12) (41,12) 48
(41,12) (40,12) 114
(41,12) (42,12) 14
(42,12) (41,12) 191
(42,12) (43,12) 137
(43,12) (42,12) 184
(43,12) (44,12) 43
(44,12) (43,12) 40
(44,12) (45,12) 147
(45,12) (44,12) 104
(45,12) (46,12) 86
(46,12) (45,12) 90
(46,12) (47,12) 40
(47,12) (46,12) 144
(47,12) (48,12) 171
(48,12) (47,12) 113
(48,12) (49,12) 79
(49,12) (48,12) 44
(49,12) (50,12) 127
(50,12) (49,12) 47
(50,12) (51,12) 156
(51,12) (50,12) 145
(51,12) (52,12) 188
(52,12) (51,12) 64
(52,12) (53,12) 3
(53,12) (52,12) 26
(53,12) (54,12) 36
(54,12) (53,12) 10
(54,12) (55,12) 28
(55,12) (54,12) 66
(55,12) (56,12) 174
(56,12) (55,12) 158
(56,12) (57,12) 17
(57,12) (56,12) 112
(57,12) (58,12) 117
(58,12) (57,12) 111
(58,12) (59,12) 75
(59,12) (58,12) 8
(59,12) (60,12) 94
(60,12) (59,12) 134
(60,12) (61,12) 17
(61,12) (60,12) 67
(61,12) (62,12) 114
(62,12) (61,12) 72
(62,12) (63,12) 162
(63,12) (62,12) 13
(63,12) (64,12) 130
(64,12) (63,12) 157
(64,12) (65,12) 74
(65,12) (64,12) 55
(65,12) (66,12) 185
(66,12) (65,12) 157
(66,12) (67,12) 105
(67,12) (66,12) 145
(67,12) (68,12) 187
(68,12) (67,12) 40
(68,12) (69,12) 65
(69,12) (68,12) 142
(69,12) (70,12) 179
(70,12) (69,12) 130
(70,12) (71,12) 94
(71,12) (70,12) 19
(71,12) (72,12) 49
(72,12) (71,12) 58
(72,12) (73,12) 64
(73,12) (72,12) 165
(73,12) (74,12) 91
(74,12) (73,12) 166
(74,12) (75,12) 179
(75,12) (74,12) 94
(75,12) (76,12) 186
(76,12) (75,12) 197
(76,12) (77,12) 152
(77,12) (76,12) 108
(77,12) (78,12) 118
(78,12) (77,12) 200
(78,12) (79,12) 180
(79,12) (78,12) 166
(79,12) (80,12) 132
(80,12) (79,12) 30
(80,12) (81,12) 158
(81,12) (80,12) 12
(81,12) (82,12) 155
(82,12) (81,12) 194
(82,12) (83,12) 126
(83,12) (82,12) 34
(83,12) (84,12) 110
(84,12) (83,12) 107
(84,12) (85,12) 33
(85,12) (84,12) 32
(85,12) (86,12) 3
(86,12) (85,12) 24
(86,12) (87,12) 81
(87,12) (86,12) 9
(87,12) (88,12) 106
(88,12) (87,12) 118
(88,12) (89,12) 185
(89,12) (88,12) 198
(89,12) (90,12) 162
(90,12) (89,12) 55
(90,12) (91,12) 199
(91,12) (90,12) 119
(91,12) (92,12) 85
(92,12) (91,12) 72
(92,12) (93,12) 186
(93,12) (92,12) 109
(93,12) (94,12) 124
(94,12) (93,12) 184
(94,12) (95,12) 106
(95,12) (94,12) 79
(95,12) (96,12) 29
(96,12) (95,12) 8
(96,12) (97,12) 118
(97,12) (96,12) 167
(97,12) (98,12) 24
(98,12) (97,12) 44
(98,12) (99,12) 137
(99,12) (98,12) 15
(99,12) (100,12) 105
(100,12) (99,12) 196
(100,12) (101,12) 142
(101,12) (100,12) 102
(101,12) (102,12) 56
(102,12) (101,12) 119
(102,12) (103,12) 179
(103,12) (102,12) 73
(103,12) (104,12) 21
(104,12) (103,12) 125
(104,12) (105,12) 138
(105,12) (104,12) 144
(105,12) (106,12) 198
(106,12) (105,12) 190
(106,12) (107,12) 65
(107,12) (106,12) 118
(107,12) (108,12) 115
(108,12) (107,12) 173
(108,12) (109,12) 163
(109,12) (108,12) 108
(109,12) (110,12) 16
(110,12) (109,12) 83
(110,12) (111,12) 24
(111,12) (110,12) 83
(111,12) (112,12) 97
(112,12) (111,12) 169
(112,12) (113,12) 151
(113,12) (112,12) 195
(113,12) (114,12) 165
(114,12) (113,12) 149
(114,12) (115,12) 52
(115,12) (114,12) 133
(115,12) (116,12) 1
(116,12) (115,12) 152
(116,12) (117,12) 93
(117,12) (116,12) 18
(117,12) (118,12) 38
(118,12) (117,12) 3
(118,12) (119,12) 62
(119,12) (118,12) 182
(119,12) (120,12) 76
(120,12) (119,12) 115
(120,12) (121,12) 188
(121,12) (120,12) 21
(121,12) (122,12) 77
(122,12) (121,12) 80
(122,12) (123,12) 119
(123,12) (122,12) 184
(123,12) (124,12) 134
(124,12) (123,12) 189
(124,12) (125,12) 136
(125,12) (124,12) 179
(125,12) (126,12) 96
(126,12) (125,12) 37
(126,12) (127,12) 98
(127,12) (126,12) 70
(127,12) (128,12) 133
(128,12) (127,12) 91
(128,12) (129,12) 109
(129,12) (128,12) 174
(129,12) (130,12) 6
(130,12) (129,12) 187
(130,12) (131,12) 101
(131,12) (130,12) 111
(131,12) (132,12) 137
(132,12) (131,12) 155
(132,12) (133,12) 89
(133,12) (132,12) 129
(133,12) (134,12) 56
(134,12) (133,12) 96
(134,12) (135,12) 199
(135,12) (134,12) 21
(135,12) (136,12) 149
(136,12) (135,12) 14
(136,12) (137,12) 30
(137,12) (136,12) 18
(137,12) (138,12) 185
(138,12) (137,12) 39
(138,12) (139,12) 171
(139,12) (138,12) 111
(139,12) (140,12) 164
(140,12) (139,12) 111
(140,12) (141,12) 109
(141,12) (140,12) 143
(141,12) (142,12) 102
(142,12) (141,12) 98
(142,12) (143,12) 180
(143,12) (142,12) 29
(143,12) (144,12) 76
(144,12) (143,12) 11
(144,12) (145,12) 35
(145,12) (144,12) 50
(145,12) (146,12) 175
(146,12) (145,12) 121
(146,12) (147,12) 118
(147,12) (146,12) 114
(147,12) (148,12) 134
(148,12) (147,12) 8
(148,12) (149,12) 79
(149,12) (148,12) 103
(149,12) (150,12) 147
(150,12) (149,12) 10
(1,13) (2,13) 195
(2,13) (1,13) 120
(2,13) (3,13) 147
(3,13) (2,13) 64
(3,13) (4,13) 105
(4,13) (3,13) 107
(4,13) (5,13) 47
(5,13) (4,13) 113
(5,13) (6,13) 187
(6,13) (5,13) 170
(6,13) (7,13) 32
(7,13) (6,13) 157
(7,13) (8,13) 181
(8,13) (7,13) 100
(8,13) (9,13) 191
(9,13) (8,13) 118
(9,13) (10,13) 130
(10,13) (9,13) 11
(10,13) (11,13) 66
(11,13) (10,13) 116
(11,13) (12,13) 85
(12,13) (11,13) 93
(12,13) (13,13) 51
(13,13) (12,13) 60
(13,13) (14,13) 117
(14,13) (13,13) 137
(14,13) (15,13) 155
(15,13) (14,13) 100
(15,13) (16,13) 178
(16,13) (15,13) 16
(16,13) (17,13) 179
(17,13) (16,13) 93
(17,13) (18,13) 12
(18,13) (17,13) 54
(18,13) (19,13) 139
(19,13) (18,13) 125
(19,13) (20,13) 100
(20,13) (19,13) 75
(20,13) (21,13) 131
(21,13) (20,13) 89
(21,13) (22,13) 18
(22,13) (21,13) 83
(22,13) (23,13) 198
(23,13) (22,13) 12
(23,13) (24,13) 196
(24,13) (23,13) 78
(24,13) (25,13) 119
(25,13) (24,13) 126
(25,13) (26,13) 184
(26,13) (25,13) 116
(26,13) (27,13) 52
(27,13) (26,13) 171
(27,13) (28,13) 112
(28,13) (27,13) 113
(28,13) (29,13) 135
(29,13) (28,13) 166
(29,13) (30,13) 69
(30,13) (29,13) 113
(30,13) (31,13) 68
(31,13) (30,13) 50
(31,13) (32,13) 79
(32,13) (31,13) 32
(32,13) (33,13) 12
(33,13) (32,13) 134
(33,13) (34,13) 48
(34,13) (33,13) 24
(34,13) (35,13) 79
(35,13) (34,13) 19
(35,13) (36,13) 8
(36,13) (35,13) 128
(36,13) (37,13) 161
(37,13) (36,13) 155
(37,13) (38,13) 83
(38,13) (37,13) 54
(38,13) (39,13) 3
(39,13) (38,13) 87
(39,13) (40,13) 183
(40,13) (39,13) 129
(40,13) (41,13) 130
(41,13) (40,13) 20
(41,13) (42,13) 58
(42,13) (41,13) 93
(42,13) (43,13) 5
(43,13) (42,13) 68
(43,13) (44,13) 152
(44,13) (43,13) 139
(44,13) (45,13) 135
(45,13) (44,13) 85
(45,13) (46,13) 169
(46,13) (45,13) 92
(46,13) (47,13) 189
(47,13) (46,13) 168
(47,13) (48,13) 145
(48,13) (47,13) 99
(48,13) (49,13) 186
(49,13) (48,13) 167
(49,13) (50,13) 146
(50,13) (49,13) 116
(50,13) (51,13) 189
(51,13) (50,13) 188
(51,13) (52,13) 60
(52,13) (51,13) 45
(52,13) (53,13) 36
(53,13) (52,13) 11
(53,13) (54,13) 100
(54,13) (53,13) 71
(54,13) (55,13) 154
(55,13) (54,13) 131
(55,13) (56,13) 146
(56,13) (55,13) 176
(56,13) (57,13) 52
(57,13) (56,13) 102
(57,13) (58,13) 188
(58,13) (57,13) 1
(58,13) (59,13) 41
(59,13) (58,13) 26
(59,13) (60,13) 112
(60,13) (59,13) 151
(60,13) (61,13) 191
(61,13) (60,13) 123
(61,13) (62,13) 191
(62,13) (61,13) 57
(62,13) (63,13) 66
(63,13) (62,13) 183
(63,13) (64,13) 93
(64,13) (63,13) 116
(64,13) (65,13) 16
(65,13) (64,13) 70
(65,13) (66,13) 37
(66,13) (65,13) 198
(66,13) (67,13) 72
(67,13) (66,13) 52
(67,13) (68,13) 26
(68,13) (67,13) 133
(68,13) (69,13) 97
(69,13) (68,13) 13
(69,13) (70,13) 152
(70,13) (69,13) 11
(70,13) (71,13) 39
(71,13) (70,13) 68
(71,13) (72,13) 152
(72,13) (71,13) 65
(72,13) (73,13) 160
(73,13) (72,13) 87
(73,13) (74,13) 82
(74,13) (73,13) 93
(74,13) (75,13) 20
(75,13) (74,13) 178
(75,13) (76,13) 173
(76,13) (75,13) 169
(76,13) (77,13) 99
(77,13) (76,13) 190
(77,13) (78,13) 74
(78,13) (77,13) 129
(78,13) (79,13) 56
(79,13) (78,13) 126
(79,13) (80,13) 55
(80,13) (79,13) 17
(80,13) (81,13) 27
(81,13) (80,13) 150
(81,13) (82,13) 135
(82,13) (81,13) 121
(82,13) (83,13) 197
(83,13) (82,13) 177
(83,13) (84,13) 14
(84,13) (83,13) 134
(84,13) (85,13) 180
(85,13) (84,13) 133
(85,13) (86,13) 154
(86,13) (85,13) 5
(86,13) (87,13) 159
(87,13) (86,13) 21
(87,13) (88,13) 126
(88,13) (87,13) 151
(88,13) (89,13) 163
(89,13) (88,13) 75
(89,13) (90,13) 104
(90,13) (89,13) 60
(90,13) (91,13) 35
(91,13) (90,13) 63
(91,13) (92,13) 90
(92,13) (91,13) 101
(92,13) (93,13) 14
(93,13) (92,13) 9
(93,13) (94,13) 182
(94,13) (93,13) 98
(94,13) (95,13) 98
(95,13) (94,13) 143
(95,13) (96,13) 138
(96,13) (95,13) 149
(96,13) (97,13) 127
(97,13) (96,13) 11
(97,13) (98,13) 155
(98,13) (97,13) 89
(98,13) (99,13) 191
(99,13) (98,13) 141
(99,13) (100,13) 77
(100,13) (99,13) 42
(100,13) (101,13) 193
(101,13) (100,13) 192
(101,13) (102,13) 120
(102,13) (101,13) 122
(102,13) (103,13) 188
(103,13) (102,13) 27
(103,13) (104,13) 135
(104,13) (103,13) 165
(104,13) (105,13) 97
(105,13) (104,13) 118
(105,13) (106,13) 194
(106,13) (105,13) 10
(106,13) (107,13) 113
(107,13) (106,13) 95
(107,13) (108,13) 92
(108,13) (107,13) 143
(108,13) (109,13) 197
(109,13) (108,13) 104
(109,13) (110,13) 71
(110,13) (109,13) 168
(110,13) (111,13) 61
(111,13) (110,13) 127
(111,13) (112,13) 162
(112,13) (111,13) 179
(112,13) (113,13) 80
(113,13) (112,13) 34
(113,13) (114,13) 84
(114,13) (113,13) 163
(114,13) (115,13) 130
(115,13) (114,13) 68
(115,13) (116,13) 187
(116,13) (115,13) 14
(116,13) (117,13) 124
(117,13) (116,13) 9
(117,13) (118,13) 117
(118,13) (117,13) 45
(118,13) (119,13) 36
(119,13) (118,13) 98
(119,13) (120,13) 168
(120,13) (119,13) 57
(120,13) (121,13) 21
(121,13) (120,13) 13
(121,13) (122,13) 101
(122,13) (121,13) 132
(122,13) (123,13) 138
(123,13) (122,13) 188
(123,13) (124,13) 102
(124,13) (123,13) 99
(124,13) (125,13) 188
(125,13) (124,13) 40
(125,13) (126,13) 152
(126,13) (125,13) 22
(126,13) (127,13) 59
(127,13) (126,13) 185
(127,13) (128,13) 140
(128,13) (127,13) 168
(128,13) (129,13) 177
(129,13) (128,13) 109
(129,13) (130,13) 40
(130,13) (129,13) 42
(130,13) (131,13) 74
(131,13) (130,13) 60
(131,13) (132,13) 171
(132,13) (131,13) 87
(132,13) (133,13) 8
(133,13) (132,13) 36
(133,13) (134,13) 117
(134,13) (133,13) 83
(134,13) (135,13) 107
(135,13) (134,13) 93
(135,13) (136,13) 180
(136,13) (135,13) 45
(136,13) (137,13) 69
(137,13) (136,13) 106
(137,13) (138,13) 195
(138,13) (137,13) 110
(138,13) (139,13) 123
(139,13) (138,13) 18
(139,13) (140,13) 45
(140,13) (139,13) 140
(140,13) (141,13) 183
(141,13) (140,13) 83
(141,13) (142,13) 127
(142,13) (141,13) 80
(142,13) (143,13) 178
(143,13) (142,13) 115
(143,13) (144,13) 124
(144,13) (143,13) 144
(144,13) (145,13) 144
(145,13) (144,13) 106
(145,13) (146,13) 162
(146,13) (145,13) 170
(146,13) (147,13) 4
(147,13) (146,13) 127
(147,13) (148,13) 33
(148,13) (147,13) 159
(148,13) (149,13) 42
(149,13) (148,13) 197
(149,13) (150,13) 52
(150,13) (149,13) 71
(1,14) (2,14) 107
(2,14) (1,14) 9
(2,14) (3,14) 168
(3,14) (2,14) 174
(3,14) (4,14) 163
(4,14) (3,14) 147
(4,14) (5,14) 73
(5,14) (4,14) 122
(5,14) (6,14) 94
(6,14) (5,14) 39
(6,14) (7,14) 28
(7,14) (6,14) 136
(7,14) (8,14) 129
(8,14) (7,14) 95
(8,14) (9,14) 175
(9,14) (8,14) 147
(9,14) (10,14) 166
(10,14) (9,14) 118
(10,14) (11,14) 173
(11,14) (10,14) 48
(11,14) (12,14) 87
(12,14) (11,14) 36
(12,14) (13,14) 142
(13,14) (12,14) 176
(13,14) (14,14) 43
(14,14) (13,14) 193
(14,14) (15,14) 114
(15,14) (14,14) 51
(15,14) (16,14) 6
(16,14) (15,14) 56
(16,14) (17,14) 54
(17,14) (16,14) 37
(17,14) (18,14) 170
(18,14) (17,14) 82
(18,14) (19,14) 7
(19,14) (18,14) 168
(19,14) (20,14) 172
(20,14) (19,14) 51
(20,14) (21,14) 164
(21,14) (20,14) 142
(21,14) (22,14) 186
(22,14) (21,14) 61
(22,14) (23,14) 56
(23,14) (22,14) 89
(23,14) (24,14) 184
(24,14) (23,14) 174
(24,14) (25,14) 196
(25,14) (24,14) 74
(25,14) (26,14) 49
(26,14) (25,14) 137
(26,14) (27,14) 75
(27,14) (26,14) 146
(27,14) (28,14) 155
(28,14) (27,14) 47
(28,14) (29,14) 103
(29,14) (28,14) 95
(29,14) (30,14) 35
(30,14) (29,14) 39
(30,14) (31,14) 2
(31,14) (30,14) 134
(31,14) (32,14) 63
(32,14) (31,14) 9
(32,14) (33,14) 143
(33,14) (32,14) 42
(33,14) (34,14) 171
(34,14) (33,14) 35
(34,14) (35,14) 78
(35,14) (34,14) 183
(35,14) (36,14) 147
(36,14) (35,14) 150
(36,14) (37,14) 30
(37,14) (36,14) 166
(37,14) (38,14) 40
(38,14) (37,14) 24
(38,14) (39,14) 20
(39,14) (38,14) 173
(39,14) (40,14) 30
(40,14) (39,14) 158
(40,14) (41,14) 114
(41,14) (40,14) 1
(41,14) (42,14) 1
(42,14) (41,14) 158
(42,14) (43,14) 172
(43,14) (42,14) 43
(43,14) (44,14) 119
(44,14) (43,14) 71
(44,14) (45,14) 59
(45,14) (44,14) 12
(45,14) (46,14) 129
(46,14) (45,14) 61
(46,14) (47,14) 28
(47,14) (46,14) 30
(47,14) (48,14) 51
(48,14) (47,14) 197
(48,14) (49,14) 123
(49,14) (48,14) 57
(49,14) (50,14) 107
(50,14) (49,14) 129
(50,14) (51,14) 96
(51,14) (50,14) 15
(51,14) (52,14) 142
(52,14) (51,14) 24
(52,14) (53,14) 140
(53,14) (52,14) 149
(53,14) (54,14) 174
(54,14) (53,14) 5
(54,14) (55,14) 181
(55,14) (54,14) 174
(55,14) (56,14) 56
(56,14) (55,14) 34
(56,14) (57,14) 189
(57,14) (56,14) 61
(57,14) (58,14) 89
(58,14) (57,14) 194
(58,14) (59,14) 161
(59,14) (58,14) 174
(59,14) (60,14) 113
(60,14) (59,14) 96
(60,14) (61,14) 117
(61,14) (60,14) 90
(61,14) (62,14) 183
(62,14) (61,14) 79
(62,14) (63,14) 61
(63,14) (62,14) 118
(63,14) (64,14) 20
(64,14) (63,14) 174
(64,14) (65,14) 198
(65,14) (64,14) 175
(65,14) (66,14) 68
(66,14) (65,14) 167
(66,14) (67,14) 42
(67,14) (66,14) 108
(67,14) (68,14) 151
(68,14) (67,14) 45
(68,14) (69,14) 123
(69,14) (68,14) 63
(69,14) (70,14) 103
(70,14) (69,14) 72
(70,14) (71,14) 111
(71,14) (70,14) 161
(71,14) (72,14) 161
(72,14) (71,14) 63
(72,14) (73,14) 193
(73,14) (72,14) 169
(73,14) (74,14) 173
(74,14) (73,14) 144
(74,14) (75,14) 96
(75,14) (74,14) 97
(75,14) (76,14) 67
(76,14) (75,14) 46
(76,14) (77,14) 121
(77,14) (76,14) 118
(77,14) (78,14) 3
(78,14) (77,14) 104
(78,14) (79,14) 88
(79,14) (78,14) 82
(79,14) (80,14) 71
(80,14) (79,14) 130
(80,14) (81,14) 12
(81,14) (80,14) 55
(81,14) (82,14) 29
(82,14) (81,14) 163
(82,14) (83,14) 184
(83,14) (82,14) 57
(83,14) (84,14) 147
(84,14) (83,14) 162
(84,14) (85,14) 85
(85,14) (84,14) 17
(85,14) (86,14) 71
(86,14) (85,14) 181
(86,14) (87,14) 29
(87,14) (86,14) 82
(87,14) (88,14) 143
(88,14) (87,14) 103
(88,14) (89,14) 122
(89,14) (88,14) 170
(89,14) (90,14) 146
(90,14) (89,14) 173
(90,14) (91,14) 5
(91,14) (90,14) 111
(91,14) (92,14) 18
(92,14) (91,14) 30
(92,14) (93,14) 75
(93,14) (92,14) 163
(93,14) (94,14) 137
(94,14) (93,14) 13
(94,14) (95,14) 90
(95,14) (94,14) 109
(95,14) (96,14) 8
(96,14) (95,14) 148
(96,14) (97,14) 161
(97,14) (96,14) 117
(97,14) (98,14) 111
(98,14) (97,14) 191
(98,14) (99,14) 101
(99,14) (98,14) 172
(99,14) (100,14) 190
(100,14) (99,14) 65
(100,14) (101,14) 16
(101,14) (100,14) 110
(101,14) (102,14) 90
(102,14) (101,14) 23
(102,14) (103,14) 19
(103,14) (102,14) 141
(103,14) (104,14) 92
(104,14) (103,14) 56
(104,14) (105,14) 148
(105,14) (104,14) 27
(105,14) (106,14) 195
(106,14) (105,14) 117
(106,14) (107,14) 115
(107,14) (106,14) 67
(107,14) (108,14) 193
(108,14) (107,14) 51
(108,14) (109,14) 71
(109,14) (108,14) 13
(109,14) (110,14) 99
(110,14) (109,14) 25
(110,14) (111,14) 166
(111,14) (110,14) 77
(111,14) (112,14) 114
(112,14) (111,14) 8
(112,14) (113,14) 121
(113,14) (112,14) 46
(113,14) (114,14) 143
(114,14) (113,14) 7
(114,14) (115,14) 117
(115,14) (114,14) 88
(115,14) (116,14) 20
(116,14) (115,14) 112
(116,14) (117,14) 174
(117,14) (116,14) 162
(117,14) (118,14) 197
(118,14) (117,14) 51
(118,14) (119,14) 70
(119,14) (118,14) 174
(119,14) (120,14) 149
(120,14) (119,14) 52
(120,14) (121,14) 4
(121,14) (120,14) 17
(121,14) (122,14) 36
(122,14) (121,14) 163
(122,14) (123,14) 47
(123,14) (122,14) 131
(123,14) (124,14) 62
(124,14) (123,14) 89
(124,14) (125,14) 89
(125,14) (124,14) 137
(125,14) (126,14) 79
(126,14) (125,14) 138
(126,14) (127,14) 33
(127,14) (126,14) 84
(127,14) (128,14) 67
(128,14) (127,14) 3
(128,14) (129,14) 48
(129,14) (128,14) 53
(129,14) (130,14) 194
(130,14) (129,14) 40
(130,14) (131,14) 157
(131,14) (130,14) 168
(131,14) (132,14) 184
(132,14) (131,14) 146
(132,14) (133,14) 37
(133,14) (132,14) 114
(133,14) (134,14) 11
(134,14) (133,14) 12
(134,14) (135,14) 146
(135,14) (134,14) 33
(135,14) (136,14) 69
(136,14) (135,14) 121
(136,14) (137,14) 36
(137,14) (136,14) 111
(137,14) (138,14) 114
(138,14) (137,14) 156
(138,14) (139,14) 53
(139,14) (138,14) 105
(139,14) (140,14) 43
(140,14) (139,14) 44
(140,14) (141,14) 53
(141,14) (140,14) 42
(141,14) (142,14) 97
(142,14) (141,14) 9
(142,14) (143,14) 190
(143,14) (142,14) 175
(143,14) (144,14) 149
(144,14) (143,14) 175
(144,14) (145,14) 146
(145,14) (144,14) 167
(145,14) (146,14) 11
(146,14) (145,14) 22
(146,14) (147,14) 137
(147,14) (146,14) 177
(147,14) (148,14) 31
(148,14) (147,14) 187
(148,14) (149,14) 87
(149,14) (148,14) 50
(149,14) (150,14) 152
(150,14) (149,14) 15
(1,15) (2,15) 138
(2,15) (1,15) 73
(2,15) (3,15) 170
(3,15) (2,15) 138
(3,15) (4,15) 161
(4,15) (3,15) 113
(4,15) (5,15) 144
(5,15) (4,15) 124
(5,15) (6,15) 143
(6,15) (5,15) 171
(6,15) (7,15) 53
(7,15) (6,15) 192
(7,15) (8,15) 15
(8,15) (7,15) 36
(8,15) (9,15) 147
(9,15) (8,15) 165
(9,15) (10,15) 106
(10,15) (9,15) 26
(10,15) (11,15) 21
(11,15) (10,15) 74
(11,15) (12,15) 76
(12,15) (11,15) 103
(12,15) (13,15) 167
(13,15) (12,15) 109
(13,15) (14,15) 60
(14,15) (13,15) 88
(14,15) (15,15) 117
(15,15) (14,15) 152
(15,15) (16,15) 122
(16,15) (15,15) 157
(16,15) (17,15) 177
(17,15) (16,15) 48
(17,15) (18,15) 155
(18,15) (17,15) 108
(18,15) (19,15) 158
(19,15) (18,15) 116
(19,15) (20,15) 191
(20,15) (19,15) 44
(20,15) (21,15) 66
(21,15) (20,15) 134
(21,15) (22,15) 92
(22,15) (21,15) 51
(22,15) (23,15) 56
(23,15) (22,15) 1
(23,15) (24,15) 179
(24,15) (23,15) 100
(24,15) (25,15) 19
(25,15) (24,15) 88
(25,15) (26,15) 64
(26,15) (25,15) 193
(26,15) (27,15) 191
(27,15) (26,15) 190
(27,15) (28,15) 184
(28,15) (27,15) 129
(28,15) (29,15) 24
(29,15) (28,15) 40
(29,15) (30,15) 107
(30,15) (29,15) 191
(30,15) (31,15) 102
(31,15) (30,15) 91
(31,15) (32,15) 88
(32,15) (31,15) 199
(32,15) (33,15) 65
(33,15) (32,15) 27
(33,15) (34,15) 24
(34,15) (33,15) 156
(34,15) (35,15) 102
(35,15) (34,15) 17
(35,15) (36,15) 50
(36,15) (35,15) 163
(36,15) (37,15) 60
(37,15) (36,15) 72
(37,15) (38,15) 134
(38,15) (37,15) 110
(38,15) (39,15) 136
(39,15) (38,15) 36
(39,15) (40,15) 173
(40,15) (39,15) 6
(40,15) (41,15) 76
(41,15) (40,15) 183
(41,15) (42,15) 37
(42,15) (41,15) 144
(42,15) (43,15) 174
(43,15) (42,15) 9
(43,15) (44,15) 75
(44,15) (43,15) 154
(44,15) (45,15) 124
(45,15) (44,15) 124
(45,15) (46,15) 137
(46,15) (45,15) 19
(46,15) (47,15) 118
(47,15) (46,15) 130
(47,15) (48,15) 199
(48,15) (47,15) 164
(48,15) (49,15) 164
(49,15) (48,15) 155
(49,15) (50,15) 37
(50,15) (49,15) 15
(50,15) (51,15) 94
(51,15) (50,15) 14
(51,15) (52,15) 119
(52,15) (51,15) 162
(52,15) (53,15) 131
(53,15) (52,15) 35
(53,15) (54,15) 97
(54,15) (53,15) 104
(54,15) (55,15) 96
(55,15) (54,15) 91
(55,15) (56,15) 146
(56,15) (55,15) 189
(56,15) (57,15) 58
(57,15) (56,15) 181
(57,15) (58,15) 61
(58,15) (57,15) 3
(58,15) (59,15) 71
(59,15) (58,15) 30
(59,15) (60,15) 129
(60,15) (59,15) 61
(60,15) (61,15) 47
(61,15) (60,15) 124
(61,15) (62,15) 11
(62,15) (61,15) 152
(62,15) (63,15) 88
(63,15) (62,15) 103
(63,15) (64,15) 170
(64,15) (63,15) 49
(64,15) (65,15) 110
(65,15) (64,15) 13
(65,15) (66,15) 80
(66,15) (65,15) 63
(66,15) (67,15) 42
(67,15) (66,15) 24
(67,15) (68,15) 112
(68,15) (67,15) 182
(68,15) (69,15) 161
(69,15) (68,15) 22
(69,15) (70,15) 66
(70,15) (69,15) 5
(70,15) (71,15) 22
(71,15) (70,15) 28
(71,15) (72,15) 20
(72,15) (71,15) 85
(72,15) (73,15) 74
(73,15) (72,15) 15
(73,15) (74,15) 147
(74,15) (73,15) 102
(74,15) (75,15) 30
(75,15) (74,15) 106
(75,15) (76,15) 55
(76,15) (75,15) 79
(76,15) (77,15) 27
(77,15) (76,15) 77
(77,15) (78,15) 4
(78,15) (77,15) 146
(78,15) (79,15) 97
(79,15) (78,15) 40
(79,15) (80,15) 140
(80,15) (79,15) 58
(80,15) (81,15) 84
(81,15) (80,15) 36
(81,15) (82,15) 122
(82,15) (81,15) 161
(82,15) (83,15) 53
(83,15) (82,15) 178
(83,15) (84,15) 186
(84,15) (83,15) 131
(84,15) (85,15) 69
(85,15) (84,15) 74
(85,15) (86,15) 45
(86,15) (85,15) 81
(86,15) (87,15) 4
(87,15) (86,15) 194
(87,15) (88,15) 16
(88,15) (87,15) 10
(88,15) (89,15) 87
(89,15) (88,15) 89
(89,15) (90,15) 147
(90,15) (89,15) 132
(90,15) (91,15) 111
(91,15) (90,15) 23
(91,15) (92,15) 7
(92,15) (91,15) 27
(92,15) (93,15) 118
(93,15) (92,15) 91
(93,15) (94,15) 17
(94,15) (93,15) 36
(94,15) (95,15) 181
(95,15) (94,15) 24
(95,15) (96,15) 19
(96,15) (95,15) 169
(96,15) (97,15) 145
(97,15) (96,15) 61
(97,15) (98,15) 58
(98,15) (97,15) 114
(98,15) (99,15) 164
(99,15) (98,15) 176
(99,15) (100,15) 50
(100,15) (99,15) 75
(100,15) (101,15) 192
(101,15) (100,15) 54
(101,15) (102,15) 133
(102,15) (101,15) 95
(102,15) (103,15) 198
(103,15) (102,15) 177
(103,15) (104,15) 186
(104,15) (103,15) 49
(104,15) (105,15) 5
(105,15) (104,15) 7
(105,15) (106,15) 50
(106,15) (105,15) 139
(106,15) (107,15) 62
(107,15) (106,15) 75
(107,15) (108,15) 175
(108,15) (107,15) 102
(108,15) (109,15) 99
(109,15) (108,15) 186
(109,15) (110,15) 85
(110,15) (109,15) 172
(110,15) (111,15) 104
(111,15) (110,15) 20
(111,15) (112,15) 194
(112,15) (111,15) 157
(112,15) (113,15) 170
(113,15) (112,15) 84
(113,15) (114,15) 162
(114,15) (113,15) 76
(114,15) (115,15) 35
(115,15) (114,15) 174
(115,15) (116,15) 74
(116,15) (115,15) 189
(116,15) (117,15) 40
(117,15) (116,15) 196
(117,15) (118,15) 166
(118,15) (117,15) 109
(118,15) (119,15) 42
(119,15) (118,15) 166
(119,15) (120,15) 15
(120,15) (119,15) 46
(120,15) (121,15) 56
(121,15) (120,15) 108
(121,15) (122,15) 68
(122,15) (121,15) 94
(122,15) (123,15) 86
(123,15) (122,15) 128
(123,15) (124,15) 49
(124,15) (123,15) 3
(124,15) (125,15) 111
(125,15) (124,15) 133
(125,15) (126,15) 197
